Age,Occupation,Marital_Status,Policies_Purchased,Renewal_History,Policy_Lapses,Claim_Frequency,Claim_Amount,Premium_Paid,Payment_Mode,Payment_Timing,Customer_Service_Interactions,Response_to_Offers,Cross_Selling_Products,Customer_Lifetime_Value
67,Self-Employed,Widowed,3,On-time,2,0,0,999,Cash,On-time,0,Positive,Only Home,899
22,Self-Employed,Widowed,2,On-time,1,0,0,825,Cash,On-time,4,Neutral,Auto + Home,742
47,Business,Married,2,On-time,1,2,12146,1387,Bank Transfer,On-time,2,Positive,Only Auto,1497
73,Retired,Married,4,Missed,0,3,49577,1495,Credit Card,On-time,1,Positive,Only Health,1943
41,Retired,Widowed,1,On-time,0,4,25107,4173,Bank Transfer,On-time,2,Negative,Only Health,5842
20,Self-Employed,Divorced,4,On-time,2,2,46199,3540,Cash,On-time,9,Negative,Health + Life,3823
28,Engineer,Divorced,2,Missed,1,2,16479,1428,Cash,On-time,3,Neutral,Only Home,1542
62,Doctor,Married,3,On-time,2,0,0,3468,Cash,On-time,0,Positive,Auto + Home,3121
21,Retired,Single,1,On-time,2,4,19996,4903,Cash,On-time,3,Neutral,Only Home,6177
43,Retired,Divorced,2,On-time,1,3,29224,2422,UPI,On-time,8,Positive,Health + Life,2833
44,Teacher,Single,3,On-time,1,0,0,3755,Cash,On-time,0,Positive,Only Home,3379
63,Student,Divorced,5,On-time,1,2,17173,2154,Bank Transfer,On-time,6,Positive,Only Health,2326
71,Retired,Widowed,2,On-time,1,1,11872,1124,UPI,Late,7,Neutral,Only Auto,1112
60,Doctor,Married,5,Late,2,2,40800,4844,Credit Card,On-time,8,Negative,Only Home,5231
44,Student,Single,4,On-time,2,1,32946,2871,Bank Transfer,On-time,6,Negative,Only Health,2842
59,Student,Single,5,On-time,2,0,0,558,Bank Transfer,On-time,8,Negative,Only Health,502
68,Business,Widowed,2,Missed,1,3,23707,2816,Credit Card,Late,9,Positive,Health + Life,3294
67,Business,Divorced,5,On-time,0,4,5688,1777,Bank Transfer,On-time,2,Neutral,Only Auto,2487
23,Business,Single,1,Missed,2,1,13854,1186,UPI,On-time,0,Negative,Health + Life,1174
32,Business,Divorced,2,On-time,0,4,38554,1032,Credit Card,On-time,1,Neutral,Auto + Home,1444
70,Teacher,Widowed,3,On-time,0,0,0,3675,UPI,On-time,9,Positive,Only Auto,3675
47,Retired,Married,5,On-time,0,0,0,4404,Cash,On-time,0,Negative,Auto + Home,4404
59,Business,Single,1,On-time,1,0,0,4997,Credit Card,On-time,1,Neutral,Only Auto,4497
54,Self-Employed,Divorced,4,On-time,1,3,42624,4352,UPI,On-time,8,Positive,Only Health,5091
54,Engineer,Single,4,On-time,2,1,7078,3904,Cash,On-time,4,Positive,Auto + Home,3864
59,Business,Divorced,5,On-time,2,4,49630,3268,UPI,On-time,3,Positive,Only Auto,4117
54,Retired,Divorced,4,On-time,1,2,46461,3424,UPI,On-time,1,Neutral,Only Auto,3697
52,Business,Divorced,3,On-time,1,0,0,3155,Bank Transfer,On-time,2,Positive,Auto + Home,2839
40,Teacher,Widowed,2,On-time,0,4,32356,2640,Cash,On-time,8,Positive,Only Auto,3695
23,Doctor,Married,1,On-time,1,4,28941,1073,Bank Transfer,Late,2,Negative,Health + Life,1351
21,Doctor,Single,5,On-time,1,3,2416,2065,Cash,On-time,7,Negative,Health + Life,2416
35,Retired,Married,4,On-time,1,1,20492,2305,Cash,On-time,0,Neutral,Auto + Home,2281
26,Self-Employed,Divorced,2,On-time,1,3,26425,936,Bank Transfer,On-time,4,Neutral,Only Health,1095
66,Doctor,Divorced,3,On-time,0,3,34675,3581,Bank Transfer,On-time,1,Neutral,Only Home,4655
46,Doctor,Married,4,On-time,2,4,9507,3003,Bank Transfer,On-time,3,Negative,Auto + Home,3783
30,Engineer,Married,4,On-time,0,1,14573,2962,Cash,On-time,1,Negative,Auto + Home,3258
64,Retired,Single,1,Missed,1,1,29698,4089,Cash,On-time,2,Neutral,Auto + Home,4048
69,Self-Employed,Divorced,3,On-time,1,1,43478,1898,Cash,On-time,4,Positive,Auto + Home,1879
34,Retired,Married,3,On-time,2,0,0,2054,Cash,On-time,1,Positive,Health + Life,1848
62,Doctor,Widowed,5,Missed,2,1,39719,3251,Cash,Late,8,Neutral,Auto + Home,3218
49,Doctor,Divorced,1,Missed,2,4,5344,3429,Cash,Late,7,Negative,Only Health,4320
65,Doctor,Divorced,5,Late,0,0,0,4327,UPI,On-time,4,Neutral,Only Home,4327
39,Student,Single,1,On-time,2,2,41194,4421,Bank Transfer,On-time,0,Neutral,Only Home,4774
21,Teacher,Widowed,3,On-time,1,3,10993,3766,Cash,On-time,4,Positive,Only Health,4406
22,Business,Single,1,Late,1,1,40102,3193,UPI,On-time,3,Positive,Auto + Home,3161
54,Teacher,Widowed,1,Late,1,2,20006,3444,Credit Card,On-time,8,Neutral,Only Home,3719
58,Retired,Single,1,On-time,0,1,10048,3997,UPI,Late,1,Negative,Health + Life,4396
66,Engineer,Widowed,2,On-time,2,3,22949,4571,Bank Transfer,On-time,6,Neutral,Only Home,5348
30,Business,Widowed,2,Missed,2,4,11068,2474,Credit Card,On-time,1,Positive,Only Health,3117
51,Engineer,Widowed,3,On-time,2,4,18909,1366,Cash,On-time,2,Positive,Only Home,1721
62,Self-Employed,Married,1,On-time,2,3,32335,1553,Bank Transfer,On-time,2,Positive,Only Health,1817
39,Student,Divorced,3,On-time,1,2,35184,3034,Credit Card,On-time,9,Positive,Auto + Home,3276
70,Retired,Widowed,2,On-time,0,0,0,527,UPI,On-time,7,Positive,Only Home,527
40,Student,Married,1,On-time,2,0,0,3717,Credit Card,On-time,1,Negative,Only Health,3345
68,Retired,Married,5,On-time,1,1,3720,2835,Bank Transfer,Late,0,Negative,Health + Life,2806
20,Engineer,Single,2,Missed,1,3,7826,3497,Credit Card,Late,5,Positive,Health + Life,4091
59,Engineer,Divorced,2,On-time,0,3,29780,2657,UPI,On-time,5,Neutral,Only Auto,3454
51,Engineer,Divorced,2,On-time,2,0,0,3191,Credit Card,On-time,0,Negative,Only Home,2871
49,Retired,Single,1,Late,0,2,38844,3842,UPI,On-time,4,Neutral,Auto + Home,4610
62,Doctor,Divorced,4,On-time,2,3,49230,2055,Credit Card,On-time,8,Neutral,Only Auto,2404
68,Engineer,Single,5,On-time,0,4,7369,775,UPI,On-time,9,Neutral,Only Home,1085
66,Student,Married,5,On-time,2,4,42312,3236,UPI,On-time,9,Positive,Health + Life,4077
38,Self-Employed,Married,3,On-time,2,3,45191,4182,UPI,On-time,4,Negative,Auto + Home,4892
63,Business,Widowed,1,On-time,0,2,43387,1847,Cash,On-time,6,Neutral,Health + Life,2216
61,Retired,Single,2,On-time,2,4,6826,3589,UPI,On-time,5,Neutral,Only Home,4522
38,Student,Married,4,Missed,0,2,3192,2672,Bank Transfer,On-time,9,Positive,Auto + Home,3206
61,Teacher,Married,1,Late,0,0,0,3891,UPI,Late,3,Negative,Auto + Home,3891
28,Self-Employed,Single,1,On-time,2,1,49018,652,Cash,Late,1,Positive,Only Auto,645
56,Teacher,Married,4,On-time,2,0,0,2104,Cash,On-time,9,Negative,Auto + Home,1893
21,Business,Divorced,2,On-time,0,1,26692,2567,Bank Transfer,On-time,4,Negative,Only Home,2823
68,Doctor,Married,1,On-time,1,4,36088,2326,UPI,On-time,9,Negative,Only Health,2930
18,Engineer,Single,5,On-time,0,1,25255,746,Cash,On-time,8,Neutral,Only Health,820
45,Retired,Divorced,5,Late,1,1,17917,1870,Cash,On-time,2,Neutral,Auto + Home,1851
41,Student,Divorced,4,On-time,1,3,10409,4047,Credit Card,On-time,2,Negative,Only Health,4734
52,Engineer,Married,2,On-time,0,1,16529,2191,Credit Card,On-time,6,Negative,Only Home,2410
30,Student,Widowed,4,On-time,0,3,15795,2650,Bank Transfer,On-time,9,Negative,Only Auto,3445
64,Retired,Divorced,1,On-time,0,1,12180,3144,Credit Card,On-time,1,Positive,Health + Life,3458
51,Teacher,Single,5,Late,1,3,49138,3890,UPI,On-time,7,Positive,Health + Life,4551
28,Engineer,Widowed,3,Missed,0,4,22735,2898,Credit Card,On-time,6,Negative,Only Home,4057
53,Business,Widowed,4,On-time,0,4,19363,2781,Cash,On-time,7,Neutral,Only Auto,3893
68,Doctor,Divorced,3,On-time,2,1,19460,2170,Bank Transfer,On-time,9,Positive,Only Home,2148
34,Business,Married,3,Missed,2,2,45036,536,Credit Card,On-time,5,Positive,Auto + Home,578
52,Doctor,Widowed,5,Late,2,4,11136,3916,Bank Transfer,On-time,4,Positive,Only Auto,4934
35,Self-Employed,Married,4,Missed,0,0,0,2127,UPI,On-time,3,Negative,Only Health,2127
57,Student,Divorced,3,On-time,0,0,0,2839,UPI,On-time,7,Neutral,Auto + Home,2839
39,Engineer,Single,1,On-time,0,3,13549,1871,Credit Card,On-time,1,Positive,Only Health,2432
74,Engineer,Widowed,2,On-time,1,2,13021,1176,Credit Card,On-time,5,Neutral,Auto + Home,1270
41,Self-Employed,Single,2,On-time,1,3,5114,752,Credit Card,On-time,9,Negative,Auto + Home,879
36,Doctor,Married,5,Late,2,1,48115,3364,Cash,On-time,5,Positive,Auto + Home,3330
54,Teacher,Married,4,On-time,1,4,3584,2116,UPI,On-time,4,Positive,Auto + Home,2666
56,Retired,Single,4,On-time,1,2,10740,2516,Cash,On-time,1,Positive,Only Auto,2717
38,Business,Divorced,2,On-time,1,3,35256,2731,Credit Card,On-time,4,Neutral,Only Auto,3195
25,Self-Employed,Divorced,1,Late,2,3,21043,1260,UPI,On-time,2,Negative,Auto + Home,1474
45,Student,Widowed,2,On-time,2,0,0,3786,Cash,On-time,6,Positive,Only Home,3407
22,Self-Employed,Widowed,2,On-time,1,1,14319,892,Cash,On-time,6,Positive,Auto + Home,883
34,Business,Divorced,4,On-time,0,3,33995,3591,Bank Transfer,On-time,7,Positive,Auto + Home,4668
54,Business,Divorced,3,On-time,2,0,0,4042,Cash,On-time,9,Neutral,Only Home,3637
53,Student,Single,1,On-time,1,2,6242,930,Credit Card,On-time,8,Negative,Only Home,1004
71,Student,Married,4,On-time,0,3,47169,4230,Credit Card,On-time,0,Positive,Auto + Home,5499
36,Engineer,Married,2,Late,0,0,0,1496,Cash,On-time,3,Neutral,Health + Life,1496
44,Business,Widowed,3,On-time,2,1,30407,1591,Bank Transfer,On-time,5,Negative,Health + Life,1575
70,Retired,Divorced,1,On-time,0,4,15850,1600,Bank Transfer,On-time,6,Positive,Only Home,2240
51,Retired,Single,5,Missed,2,2,22312,601,Bank Transfer,On-time,4,Neutral,Auto + Home,649
28,Doctor,Widowed,1,Missed,1,3,15094,3199,Cash,On-time,5,Positive,Only Health,3742
71,Self-Employed,Single,1,On-time,2,0,0,1392,Cash,On-time,0,Positive,Only Health,1252
62,Student,Divorced,2,On-time,0,3,41083,2760,Bank Transfer,On-time,4,Positive,Auto + Home,3588
64,Engineer,Divorced,2,On-time,2,4,49514,2288,Cash,On-time,1,Neutral,Auto + Home,2882
29,Retired,Divorced,5,On-time,2,3,13988,2680,UPI,On-time,1,Positive,Auto + Home,3135
71,Teacher,Married,5,Missed,1,3,14198,3596,Credit Card,On-time,0,Neutral,Only Health,4207
38,Engineer,Divorced,5,Late,0,0,0,4184,Cash,On-time,9,Neutral,Only Health,4184
71,Engineer,Widowed,4,On-time,2,4,1437,2280,UPI,On-time,8,Neutral,Only Home,2872
28,Retired,Married,4,On-time,1,2,23203,4114,Cash,On-time,3,Negative,Only Auto,4443
56,Teacher,Single,2,On-time,1,0,0,4513,UPI,On-time,3,Positive,Only Home,4061
45,Doctor,Widowed,2,On-time,1,4,39948,1779,Bank Transfer,On-time,8,Neutral,Only Home,2241
22,Retired,Widowed,5,On-time,1,4,10876,4508,Credit Card,On-time,4,Neutral,Health + Life,5680
34,Teacher,Single,4,On-time,1,3,19537,3786,Cash,On-time,3,Positive,Only Home,4429
73,Engineer,Married,3,On-time,2,1,13902,3181,UPI,On-time,6,Positive,Only Home,3149
37,Teacher,Widowed,4,On-time,2,1,23759,3128,UPI,On-time,4,Positive,Only Home,3096
58,Engineer,Widowed,2,On-time,0,2,28490,1038,Bank Transfer,On-time,7,Positive,Only Home,1245
63,Self-Employed,Widowed,4,On-time,2,3,22520,2280,Credit Card,On-time,2,Positive,Only Auto,2667
29,Retired,Married,2,On-time,0,1,6278,4026,Credit Card,On-time,7,Negative,Health + Life,4428
23,Student,Married,5,Late,0,0,0,2848,Credit Card,On-time,5,Positive,Only Health,2848
34,Retired,Married,5,On-time,0,2,11031,2460,UPI,On-time,8,Positive,Auto + Home,2952
68,Self-Employed,Widowed,5,On-time,2,3,25853,3591,Cash,On-time,5,Neutral,Only Health,4201
36,Business,Divorced,3,On-time,1,0,0,4062,Cash,On-time,3,Negative,Health + Life,3655
43,Business,Single,3,On-time,0,1,41355,2804,Bank Transfer,On-time,1,Positive,Only Home,3084
65,Business,Divorced,2,On-time,1,1,26919,3000,Credit Card,On-time,2,Negative,Only Health,2970
61,Retired,Married,1,On-time,0,1,22154,2985,Cash,Late,6,Positive,Only Home,3283
61,Doctor,Widowed,3,On-time,2,1,9906,2945,UPI,Late,9,Neutral,Only Auto,2915
69,Retired,Widowed,2,On-time,0,4,15298,1148,UPI,On-time,4,Positive,Only Auto,1607
49,Self-Employed,Divorced,4,On-time,2,2,43465,2769,Credit Card,On-time,6,Positive,Health + Life,2990
23,Self-Employed,Divorced,5,On-time,1,2,2347,4315,Bank Transfer,On-time,6,Neutral,Only Health,4660
72,Student,Single,5,Late,2,1,6008,2051,Bank Transfer,On-time,5,Positive,Only Auto,2030
53,Teacher,Widowed,5,On-time,1,2,25553,1802,Credit Card,On-time,1,Positive,Health + Life,1946
55,Retired,Divorced,2,On-time,2,0,0,3132,UPI,On-time,4,Neutral,Health + Life,2818
28,Retired,Single,5,On-time,0,0,0,3032,Bank Transfer,On-time,9,Negative,Health + Life,3032
50,Engineer,Married,3,On-time,0,2,31905,1768,UPI,On-time,5,Positive,Only Health,2121
41,Self-Employed,Divorced,4,On-time,2,1,4960,2273,UPI,On-time,7,Positive,Only Health,2250
40,Engineer,Married,5,On-time,1,3,10944,3589,Cash,On-time,0,Neutral,Health + Life,4199
32,Engineer,Single,2,Late,1,1,3505,4127,Bank Transfer,On-time,9,Neutral,Auto + Home,4085
44,Retired,Married,4,On-time,1,4,24759,1666,UPI,Late,6,Neutral,Only Health,2099
28,Doctor,Widowed,5,On-time,2,3,19121,3048,Cash,On-time,4,Neutral,Only Health,3566
74,Teacher,Widowed,1,On-time,2,4,46129,2050,UPI,On-time,6,Neutral,Auto + Home,2583
68,Teacher,Married,5,On-time,2,2,49611,2640,Credit Card,On-time,2,Positive,Only Health,2851
67,Self-Employed,Widowed,3,On-time,2,4,20063,4020,Bank Transfer,On-time,3,Negative,Only Health,5065
34,Student,Single,4,Missed,1,2,32559,4154,UPI,Late,1,Positive,Only Auto,4486
68,Self-Employed,Widowed,3,On-time,1,4,6760,1120,Bank Transfer,Late,5,Positive,Auto + Home,1411
70,Doctor,Married,1,Late,2,3,42871,3023,Cash,On-time,4,Positive,Only Auto,3536
31,Doctor,Married,1,On-time,2,4,14081,670,Bank Transfer,On-time,0,Positive,Auto + Home,844
44,Teacher,Married,3,Late,1,1,49553,2919,UPI,Late,0,Positive,Auto + Home,2889
35,Business,Divorced,4,Late,1,2,34126,3279,Bank Transfer,Late,7,Neutral,Auto + Home,3541
45,Engineer,Married,1,Late,0,0,0,1916,Credit Card,On-time,7,Positive,Only Health,1916
68,Engineer,Single,1,Missed,2,4,39721,1438,Credit Card,On-time,5,Negative,Health + Life,1811
64,Teacher,Widowed,5,On-time,0,2,34844,2531,Cash,On-time,8,Neutral,Only Home,3037
64,Self-Employed,Widowed,2,On-time,1,0,0,3677,UPI,On-time,0,Positive,Health + Life,3309
21,Doctor,Divorced,1,On-time,1,2,8236,3271,Bank Transfer,Late,9,Neutral,Only Health,3532
24,Self-Employed,Divorced,4,On-time,2,2,39439,4296,Cash,On-time,7,Positive,Only Health,4639
62,Student,Single,4,Late,0,0,0,3384,Cash,On-time,1,Positive,Only Home,3384
52,Business,Married,5,On-time,1,0,0,2231,UPI,On-time,7,Negative,Only Health,2007
65,Teacher,Divorced,4,On-time,0,3,37295,1772,Bank Transfer,On-time,2,Positive,Auto + Home,2303
26,Engineer,Widowed,5,On-time,0,4,46060,2252,Cash,On-time,5,Neutral,Only Auto,3152
25,Retired,Divorced,1,Late,0,4,43564,2456,Cash,On-time,6,Negative,Only Auto,3438
69,Self-Employed,Divorced,1,Missed,0,2,34843,3987,UPI,On-time,2,Positive,Auto + Home,4784
62,Doctor,Married,1,On-time,0,1,21432,2191,UPI,On-time,1,Neutral,Health + Life,2410
34,Retired,Divorced,1,On-time,2,1,17712,4665,Cash,On-time,0,Neutral,Only Auto,4618
34,Student,Single,2,On-time,2,2,15433,1757,Bank Transfer,Late,4,Negative,Auto + Home,1897
66,Teacher,Widowed,2,On-time,0,3,28808,931,Cash,On-time,0,Positive,Health + Life,1210
50,Self-Employed,Married,1,On-time,2,0,0,4765,Credit Card,On-time,0,Negative,Only Auto,4288
49,Engineer,Widowed,4,On-time,1,2,40892,2583,UPI,On-time,4,Positive,Auto + Home,2789
25,Self-Employed,Single,5,On-time,0,4,18386,4405,Credit Card,On-time,2,Neutral,Only Auto,6167
36,Business,Single,3,On-time,2,1,26152,4854,Bank Transfer,On-time,9,Positive,Only Auto,4805
55,Retired,Divorced,5,On-time,2,1,25902,2798,UPI,On-time,2,Negative,Only Auto,2770
20,Business,Divorced,3,Late,1,1,33662,2604,Bank Transfer,Late,6,Positive,Only Home,2577
22,Student,Divorced,3,Late,1,3,15702,1684,Credit Card,On-time,2,Neutral,Health + Life,1970
30,Engineer,Widowed,1,On-time,1,4,36589,936,Bank Transfer,On-time,1,Negative,Only Auto,1179
64,Retired,Single,3,Late,1,3,43425,4825,UPI,On-time,2,Positive,Auto + Home,5645
63,Student,Married,1,On-time,0,0,0,2899,Credit Card,On-time,3,Positive,Only Home,2899
48,Business,Divorced,2,On-time,2,2,27857,1121,UPI,On-time,8,Positive,Only Health,1210
72,Business,Widowed,4,On-time,2,2,46707,4213,Credit Card,On-time,1,Positive,Only Health,4550
33,Retired,Divorced,3,Late,1,1,19764,1134,Cash,On-time,5,Neutral,Health + Life,1122
67,Engineer,Single,4,On-time,2,1,9686,3512,Bank Transfer,Late,4,Neutral,Auto + Home,3476
49,Business,Married,1,On-time,2,0,0,2493,Bank Transfer,On-time,5,Positive,Only Home,2243
39,Teacher,Single,3,On-time,2,3,26729,3175,UPI,On-time,4,Neutral,Auto + Home,3714
46,Student,Widowed,5,Late,1,4,33671,2840,Cash,On-time,5,Positive,Only Home,3578
39,Retired,Divorced,2,Late,2,0,0,1909,UPI,On-time,3,Negative,Only Home,1718
60,Doctor,Single,2,On-time,2,2,20772,4316,UPI,On-time,7,Negative,Only Health,4661
20,Doctor,Widowed,3,Late,2,2,26377,1328,Credit Card,On-time,8,Neutral,Health + Life,1434
71,Engineer,Divorced,2,On-time,0,3,44002,2781,Cash,On-time,9,Negative,Health + Life,3615
27,Teacher,Married,5,Missed,0,0,0,1036,Credit Card,On-time,6,Negative,Auto + Home,1036
59,Business,Single,4,Late,2,4,11846,1902,UPI,On-time,0,Neutral,Only Home,2396
38,Doctor,Divorced,5,On-time,2,0,0,1304,Credit Card,On-time,4,Negative,Only Home,1173
33,Engineer,Divorced,2,Late,2,0,0,3781,Credit Card,On-time,6,Negative,Only Auto,3402
29,Student,Divorced,4,On-time,2,3,25711,1351,Bank Transfer,Late,4,Positive,Health + Life,1580
19,Teacher,Divorced,5,Missed,2,4,49014,2725,Cash,On-time,4,Neutral,Only Home,3433
58,Teacher,Single,1,Late,2,2,38124,1055,Bank Transfer,On-time,4,Positive,Auto + Home,1139
41,Self-Employed,Divorced,1,On-time,0,1,26746,3643,Cash,Late,4,Neutral,Only Health,4007
52,Engineer,Widowed,4,On-time,1,4,7024,4823,Bank Transfer,Late,4,Neutral,Only Health,6076
73,Engineer,Single,4,On-time,2,2,31392,2364,UPI,On-time,0,Negative,Health + Life,2553
47,Self-Employed,Divorced,4,Late,2,3,41373,4849,Bank Transfer,On-time,5,Neutral,Health + Life,5673
74,Business,Single,1,Late,2,4,35204,2594,Cash,On-time,5,Positive,Only Auto,3268
47,Engineer,Widowed,5,On-time,1,4,45531,3978,Cash,On-time,7,Positive,Health + Life,5012
64,Self-Employed,Widowed,4,On-time,2,2,23759,3430,Cash,Late,4,Positive,Only Home,3704
52,Business,Single,1,On-time,2,2,27724,3127,Bank Transfer,On-time,1,Positive,Only Home,3377
36,Business,Divorced,4,On-time,1,0,0,753,Credit Card,On-time,6,Negative,Only Home,677
67,Retired,Divorced,4,On-time,2,0,0,4020,Bank Transfer,On-time,0,Neutral,Only Home,3618
25,Teacher,Widowed,4,On-time,1,4,11797,558,Credit Card,On-time,4,Negative,Only Auto,703
43,Student,Divorced,1,On-time,1,1,26021,4202,Bank Transfer,On-time,4,Negative,Health + Life,4159
66,Teacher,Widowed,5,On-time,2,3,36549,2221,UPI,On-time,2,Positive,Health + Life,2598
57,Teacher,Divorced,1,On-time,0,2,34211,3107,UPI,On-time,1,Positive,Health + Life,3728
24,Retired,Widowed,1,Late,0,0,0,764,Bank Transfer,On-time,3,Positive,Only Auto,764
47,Business,Married,4,On-time,2,3,44730,2207,Bank Transfer,On-time,6,Positive,Only Auto,2582
24,Business,Divorced,3,On-time,1,4,34334,3714,Bank Transfer,On-time,9,Positive,Only Home,4679
20,Engineer,Divorced,3,On-time,1,2,20986,2793,UPI,On-time,2,Positive,Only Auto,3016
18,Retired,Divorced,3,On-time,1,2,19320,3787,Credit Card,On-time,5,Positive,Only Auto,4089
53,Engineer,Single,1,On-time,2,0,0,2984,Cash,On-time,6,Neutral,Auto + Home,2685
42,Retired,Divorced,4,On-time,0,1,41694,3235,Credit Card,On-time,1,Positive,Only Home,3558
54,Engineer,Single,3,On-time,1,2,43612,3023,Bank Transfer,On-time,2,Positive,Only Home,3264
18,Doctor,Single,2,Late,1,1,39569,3955,UPI,Late,8,Positive,Auto + Home,3915
32,Self-Employed,Widowed,2,On-time,2,3,47564,1437,Cash,On-time,0,Positive,Health + Life,1681
54,Teacher,Single,2,On-time,0,2,17021,1377,Credit Card,On-time,7,Neutral,Auto + Home,1652
30,Teacher,Single,5,On-time,0,2,22199,3204,Bank Transfer,On-time,0,Negative,Auto + Home,3844
57,Student,Married,4,On-time,2,1,6500,1046,UPI,On-time,2,Positive,Auto + Home,1035
25,Self-Employed,Divorced,1,Late,0,0,0,2962,UPI,On-time,5,Positive,Only Auto,2962
22,Business,Single,1,Late,2,4,6402,3703,Cash,On-time,7,Neutral,Auto + Home,4665
26,Student,Divorced,4,On-time,1,3,24371,4993,Credit Card,On-time,6,Positive,Only Health,5841
18,Doctor,Single,5,On-time,2,2,38549,4078,UPI,On-time,2,Positive,Auto + Home,4404
53,Student,Widowed,4,Missed,1,0,0,4131,Bank Transfer,On-time,5,Negative,Health + Life,3717
52,Teacher,Married,5,On-time,2,2,16515,2715,Bank Transfer,On-time,0,Positive,Health + Life,2932
19,Business,Single,3,On-time,1,3,18587,4346,Cash,Late,7,Positive,Health + Life,5084
57,Doctor,Divorced,3,On-time,1,4,38824,729,Credit Card,On-time,8,Positive,Auto + Home,918
40,Teacher,Widowed,5,On-time,2,2,44897,1927,UPI,On-time,8,Positive,Only Home,2081
26,Self-Employed,Divorced,4,Late,1,1,8057,2199,Cash,On-time,3,Positive,Health + Life,2177
51,Engineer,Widowed,3,On-time,0,0,0,4469,Credit Card,On-time,3,Positive,Auto + Home,4469
63,Retired,Married,4,On-time,2,4,49623,3565,Credit Card,Late,6,Neutral,Health + Life,4491
31,Doctor,Widowed,3,On-time,0,2,47346,2645,UPI,On-time,6,Positive,Only Auto,3174
21,Business,Divorced,4,Missed,1,4,23097,506,Cash,On-time,5,Positive,Only Auto,637
47,Student,Divorced,4,On-time,1,1,6183,4772,Cash,Late,6,Neutral,Auto + Home,4724
48,Self-Employed,Single,2,Late,1,2,21463,1729,Cash,Late,0,Neutral,Health + Life,1867
55,Student,Widowed,5,On-time,2,4,32060,4894,Cash,On-time,8,Positive,Health + Life,6166
28,Doctor,Divorced,1,Late,1,2,17696,2323,Credit Card,On-time,5,Neutral,Only Health,2508
52,Self-Employed,Single,5,On-time,0,2,9354,4484,Cash,On-time,7,Neutral,Health + Life,5380
25,Business,Married,4,On-time,0,4,18912,2776,Cash,On-time,4,Neutral,Only Home,3886
20,Doctor,Divorced,4,On-time,2,2,46348,3443,UPI,On-time,6,Positive,Only Auto,3718
31,Business,Single,5,Missed,0,1,30361,1130,Bank Transfer,On-time,2,Positive,Health + Life,1243
30,Student,Divorced,4,On-time,2,4,22880,769,Credit Card,On-time,9,Negative,Only Home,968
62,Teacher,Widowed,3,On-time,2,4,43525,4676,UPI,On-time,0,Positive,Auto + Home,5891
49,Self-Employed,Single,4,On-time,1,1,16760,4271,UPI,On-time,6,Negative,Only Auto,4228
51,Engineer,Widowed,5,On-time,0,1,5768,1000,UPI,On-time,4,Positive,Auto + Home,1100
62,Teacher,Married,5,Late,0,1,24951,3250,Credit Card,On-time,0,Neutral,Health + Life,3575
36,Engineer,Widowed,5,On-time,0,2,34166,1812,Bank Transfer,On-time,8,Positive,Auto + Home,2174
55,Student,Single,2,Late,1,2,49012,2653,Credit Card,Late,8,Positive,Only Auto,2865
33,Self-Employed,Divorced,2,On-time,2,3,18431,1108,Cash,On-time,5,Neutral,Auto + Home,1296
19,Teacher,Single,2,Missed,0,2,19326,3543,Bank Transfer,On-time,8,Neutral,Auto + Home,4251
57,Teacher,Widowed,2,On-time,0,1,28706,2163,Credit Card,On-time,6,Positive,Auto + Home,2379
34,Doctor,Widowed,2,On-time,0,3,34007,3794,Credit Card,On-time,7,Positive,Only Home,4932
72,Retired,Divorced,2,On-time,0,1,27934,2497,Cash,On-time,1,Positive,Only Home,2746
51,Student,Married,2,Late,1,0,0,2929,Credit Card,On-time,1,Positive,Health + Life,2636
59,Business,Single,5,On-time,2,4,34439,4699,Bank Transfer,On-time,3,Positive,Auto + Home,5920
33,Student,Divorced,1,On-time,0,0,0,3211,UPI,On-time,0,Negative,Only Home,3211
55,Business,Divorced,2,Late,0,1,25303,3685,Credit Card,On-time,7,Neutral,Only Auto,4053
19,Self-Employed,Divorced,5,Late,2,2,36229,2031,Credit Card,Late,4,Neutral,Only Auto,2193
19,Business,Single,1,Late,1,4,28969,4716,Bank Transfer,On-time,6,Neutral,Auto + Home,5942
43,Engineer,Single,2,On-time,1,2,21532,4206,Credit Card,On-time,1,Negative,Health + Life,4542
30,Business,Single,1,On-time,1,2,34855,3574,UPI,On-time,4,Neutral,Only Home,3859
73,Business,Married,1,Late,1,4,7776,1175,Cash,On-time,8,Neutral,Only Home,1480
64,Doctor,Divorced,3,On-time,0,4,10334,2154,Cash,On-time,8,Positive,Only Home,3015
48,Teacher,Widowed,4,On-time,2,0,0,4656,Cash,On-time,1,Neutral,Health + Life,4190
51,Student,Widowed,3,On-time,2,1,29484,4044,UPI,On-time,1,Neutral,Only Health,4003
56,Student,Divorced,1,Missed,2,2,29831,4318,Cash,On-time,4,Positive,Only Home,4663
20,Self-Employed,Widowed,5,On-time,1,1,45919,3943,Bank Transfer,On-time,2,Positive,Auto + Home,3903
25,Self-Employed,Married,2,Late,1,1,24665,1547,Bank Transfer,Late,0,Positive,Only Home,1531
40,Business,Married,4,On-time,2,3,30205,2953,UPI,On-time,0,Positive,Only Home,3455
31,Retired,Single,2,Late,0,0,0,1831,UPI,On-time,4,Positive,Only Health,1831
73,Student,Single,5,On-time,1,2,44468,4582,UPI,On-time,2,Neutral,Auto + Home,4948
